2	0.002
1	0.007
22	0.011
32	0.012
32	0.014
22	0.015
3	0.016
32	0.016
33	0.016
59	0.0165
72	0.017
33	0.018
4	0.019
33	0.02
23	0.021
73	0.022
34	0.024
23	0.025
34	0.026
74	0.027
22	0.028
34	0.028
24	0.031
75	0.032
24	0.035
35	0.035
72	0.035
5	0.037
35	0.037
76	0.037
23	0.038
35	0.039
73	0.04
25	0.041
77	0.042
6	0.043
25	0.045
74	0.045
36	0.046
78	0.047
22	0.048
24	0.048
36	0.048
42	0.049
36	0.05
37	0.05
75	0.05
26	0.051
37	0.052
79	0.052
37	0.054
26	0.055
76	0.055
80	0.057
23	0.058
25	0.058
72	0.059
77	0.06
7	0.061
27	0.061
81	0.062
8	0.064
38	0.064
73	0.064
27	0.065
78	0.065
38	0.066
43	0.067
24	0.068
26	0.068
38	0.068
22	0.069
74	0.069
79	0.07
28	0.071
43	0.071
42	0.074
75	0.074
30	0.0745
28	0.075
80	0.075
25	0.078
27	0.078
39	0.078
23	0.079
76	0.079
39	0.08
44	0.08
81	0.08
29	0.081
9	0.082
39	0.082
40	0.084
45	0.084
77	0.084
29	0.085
52	0.085
76	0.085
40	0.086
46	0.086
62	0.087
26	0.088
28	0.088
40	0.088
72	0.088
10	0.089
24	0.089
78	0.089
30	0.091
43	0.092
73	0.093
53	0.094
79	0.094
30	0.095
27	0.098
29	0.098
74	0.098
25	0.099
54	0.099
80	0.099
31	0.101
41	0.101
47	0.102
63	0.102
41	0.103
75	0.103
11	0.104
48	0.104
52	0.104
81	0.104
31	0.105
41	0.105
44	0.105
28	0.108
30	0.108
76	0.108
26	0.109
42	0.109
45	0.109
55	0.109
64	0.109
42	0.111
46	0.111
49	0.111
53	0.113
77	0.113
68	0.116
2	0.117
29	0.118
31	0.118
54	0.118
56	0.118
78	0.118
27	0.119
65	0.122
79	0.123
32	0.124
21	0.125
2	0.127
43	0.127
47	0.127
30	0.128
33	0.128
55	0.128
80	0.128
28	0.129
43	0.129
48	0.129
21	0.1295
50	0.13
57	0.13
3	0.131
81	0.133
4	0.134
66	0.135
21	0.1355
34	0.136
49	0.136
56	0.137
31	0.138
29	0.139
67	0.139
44	0.14
3	0.141
44	0.142
4	0.144
45	0.144
51	0.145
45	0.146
46	0.146
35	0.147
46	0.148
30	0.149
57	0.149
58	0.15
68	0.15
5	0.152
42	0.153
50	0.155
59	0.156
69	0.156
6	0.158
36	0.158
60	0.158
31	0.159
70	0.161
5	0.162
37	0.162
47	0.162
47	0.164
48	0.164
48	0.166
6	0.168
61	0.168
58	0.169
51	0.17
43	0.171
49	0.171
62	0.171
49	0.173
59	0.175
7	0.176
38	0.176
60	0.177
71	0.177
15	0.1785
8	0.179
44	0.184
7	0.186
63	0.186
72	0.186
61	0.187
45	0.188
8	0.189
32	0.19
39	0.19
46	0.19
50	0.19
73	0.191
50	0.192
64	0.193
33	0.194
40	0.196
74	0.196
9	0.197
12	0.198
40	0.1985
13	0.2
75	0.201
14	0.202
34	0.202
40	0.202
42	0.202
10	0.204
15	0.204
51	0.205
14	0.206
16	0.206
47	0.206
65	0.206
76	0.206
9	0.207
51	0.207
17	0.208
48	0.208
18	0.21
76	0.2105
