2	0.01
3	0.0105
4	0.011
5	0.0115
6	0.012
7	0.0125
8	0.013
9	0.0135
10	0.014
70	0.014
11	0.0145
4	0.0155
6	0.016
8	0.0165
2	0.02
3	0.0205
4	0.021
5	0.0215
6	0.0215
78	0.0215
6	0.022
7	0.0225
8	0.023
9	0.0235
10	0.024
11	0.0245
32	0.029
2	0.03
86	0.03
3	0.0305
4	0.031
5	0.0315
6	0.032
7	0.0325
8	0.033
9	0.0335
10	0.034
11	0.0345
12	0.036
47	0.038
50	0.038
39	0.0385
69	0.0385
2	0.04
3	0.0405
4	0.041
5	0.0415
6	0.042
7	0.0425
16	0.0425
8	0.043
9	0.0435
64	0.0435
10	0.044
11	0.0445
88	0.0465
42	0.047
62	0.0475
18	0.048
68	0.0485
14	0.049
2	0.05
3	0.0505
4	0.051
5	0.0515
6	0.052
7	0.0525
8	0.053
9	0.0535
10	0.054
11	0.0545
56	0.055
76	0.057
100	0.058
25	0.0585
56	0.059
94	0.059
2	0.06
95	0.06
3	0.0605
4	0.061
58	0.061
5	0.0615
6	0.062
24	0.062
63	0.062
7	0.0625
8	0.063
20	0.063
9	0.0635
10	0.064
49	0.064
11	0.0645
40	0.067
86	0.067
54	0.0685
2	0.07
3	0.0705
4	0.071
32	0.071
57	0.071
89	0.071
5	0.0715
6	0.072
7	0.0725
8	0.073
9	0.0735
90	0.0735
10	0.074
11	0.0745
97	0.077
53	0.0775
46	0.0795
2	0.08
70	0.08
3	0.0805
4	0.081
5	0.0815
6	0.082
7	0.0825
8	0.083
51	0.083
9	0.0835
10	0.084
11	0.0845
26	0.0845
88	0.0845
29	0.0895
2	0.09
80	0.09
3	0.0905
4	0.091
5	0.0915
6	0.092
78	0.092
7	0.0925
14	0.0925
8	0.093
50	0.093
98	0.093
9	0.0935
82	0.0935
10	0.094
11	0.0945
41	0.0955
47	0.097
83	0.0975
12	0.098
43	0.098
18	0.0985
44	0.099
64	0.099
84	0.099
65	0.0995
2	0.1
3	0.1005
4	0.101
27	0.101
75	0.101
5	0.1015
6	0.102
7	0.1025
76	0.1025
8	0.103
9	0.1035
59	0.1035
10	0.104
69	0.104
11	0.1045
62	0.1065
86	0.1065
2	0.11
3	0.1105
16	0.1105
4	0.111
5	0.1115
85	0.1115
6	0.112
94	0.112
1	0.1125
7	0.1125
100	0.1125
8	0.113
9	0.1135
10	0.114
11	0.1145
96	0.1145
67	0.117
89	0.117
33	0.119
2	0.12
3	0.1205
4	0.121
5	0.1215
6	0.122
7	0.1225
8	0.123
9	0.1235
32	0.1235
10	0.124
11	0.1245
63	0.1275
20	0.128
25	0.129
2	0.13
3	0.1305
4	0.131
5	0.1315
6	0.132
7	0.1325
42	0.1325
8	0.133
9	0.1335
10	0.134
97	0.134
11	0.1345
78	0.136
88	0.137
2	0.14
3	0.1405
4	0.141
5	0.1415
6	0.142
7	0.1425
49	0.1425
8	0.143
70	0.143
9	0.1435
23	0.1435
58	0.1435
10	0.144
11	0.1445
45	0.1445
86	0.1475
40	0.149
2	0.15
3	0.1505
4	0.151
5	0.1515
6	0.152
36	0.152
7	0.1525
8	0.153
9	0.1535
10	0.154
11	0.1545
94	0.1555
90	0.157
46	0.159
12	0.1595
2	0.16
18	0.16
92	0.16
3	0.1605
4	0.161
5	0.1615
24	0.1615
6	0.162
7	0.1625
64	0.1625
8	0.163
9	0.1635
10	0.164
11	0.1645
16	0.1645
34	0.165
47	0.1655
98	0.1655
50	0.1685
39	0.1695
2	0.17
14	0.17
3	0.1705
4	0.171
54	0.171
91	0.171
5	0.1715
6	0.172
57	0.172
7	0.1725
69	0.1725
8	0.173
53	0.173
72	0.173
9	0.1735
10	0.174
11	0.1745
14	0.1745
55	0.1745
62	0.1745
32	0.176
89	0.176
76	0.178
53	0.1785
30	0.179
56	0.179
2	0.18
3	0.1805
4	0.181
5	0.1815
6	0.182
7	0.1825
8	0.183
9	0.1835
10	0.184
26	0.184
11	0.1845
84	0.1845
100	0.185
19	0.187
88	0.187
82	0.1875
86	0.188
41	0.1885
2	0.19
3	0.1905
4	0.191
5	0.1915
6	0.192
7	0.1925
8	0.193
9	0.1935
1	0.194
10	0.194
11	0.1945
27	0.199
63	0.1995
78	0.1995
2	0.2
3	0.2005
4	0.201
5	0.2015
20	0.2015
6	0.202
7	0.2025
8	0.203
9	0.2035
65	0.2035
10	0.204
11	0.2045
94	0.2075
80	0.2085
97	0.209
2	0.21
3	0.2105
4	0.211
18	0.211
5	0.2115
58	0.2115
6	0.212
52	0.212
7	0.2125
8	0.213
70	0.213
9	0.2135
71	0.2135
10	0.214
11	0.2145
64	0.2145
18	0.2165
2	0.22
12	0.22
3	0.2205
4	0.221
42	0.221
5	0.2215
6	0.222
61	0.222
7	0.2225
25	0.2225
8	0.223
9	0.2235
10	0.224
11	0.2245
90	0.2255
86	0.226
88	0.229
50	0.2295
2	0.23
75	0.23
3	0.2305
4	0.231
5	0.2315
6	0.232
32	0.232
7	0.2325
8	0.233
9	0.2335
10	0.234
11	0.2345
40	0.236
49	0.237
28	0.2375
89	0.238
44	0.2385
47	0.2395
2	0.24
3	0.2405
4	0.241
5	0.2415
6	0.242
7	0.2425
8	0.243
9	0.2435
100	0.2435
10	0.244
69	0.244
11	0.2445
33	0.245
62	0.245
96	0.2475
2	0.25
3	0.2505
4	0.251
5	0.2515
46	0.2515
98	0.2515
6	0.252
7	0.2525
8	0.253
94	0.253
9	0.2535
10	0.254
11	0.2545
76	0.2555
20	0.256
68	0.2565
51	0.2595
2	0.26
43	0.26
3	0.2605
4	0.261
14	0.261
5	0.2615
74	0.2615
6	0.262
7	0.2625
8	0.263
9	0.2635
10	0.264
16	0.264
11	0.2645
14	0.2645
63	0.266
26	0.2675
14	0.2685
2	0.27
18	0.27
3	0.2705
88	0.2705
4	0.271
5	0.2715
86	0.2715
6	0.272
7	0.2725
8	0.273
9	0.2735
10	0.274
18	0.274
11	0.2745
42	0.275
78	0.275
24	0.2765
70	0.2765
85	0.2765
64	0.277
12	0.279
82	0.279
2	0.28
3	0.2805
4	0.281
5	0.2815
6	0.282
7	0.2825
73	0.2825
8	0.283
29	0.283
9	0.2835
10	0.284
11	0.2845
27	0.2845
25	0.285
80	0.2865
90	0.2865
32	0.287
94	0.287
65	0.2895
2	0.29
3	0.2905
4	0.291
36	0.291
45	0.291
79	0.291
5	0.2915
83	0.2915
6	0.292
7	0.2925
97	0.2925
8	0.293
50	0.293
9	0.2935
10	0.294
11	0.2945
47	0.2945
57	0.2945
59	0.2955
84	0.296
100	0.2985
2	0.3
3	0.3005
4	0.301
67	0.301
5	0.3015
6	0.302
7	0.3025
92	0.3025
8	0.303
53	0.303
58	0.303
9	0.3035
10	0.304
11	0.3045
86	0.3045
39	0.3065
89	0.3095
2	0.31
62	0.31
3	0.3105
4	0.311
5	0.3115
6	0.312
7	0.3125
8	0.313
9	0.3135
10	0.314
11	0.3145
30	0.3155
15	0.317
21	0.317
69	0.318
40	0.3185
66	0.319
2	0.32
88	0.32
3	0.3205
52	0.3205
4	0.321
5	0.3215
6	0.322
7	0.3225
8	0.323
71	0.323
9	0.3235
49	0.3235
10	0.324
76	0.324
11	0.3245
55	0.3265
20	0.3275
54	0.328
96	0.3285
2	0.33
82	0.33
3	0.3305
4	0.331
5	0.3315
6	0.332
7	0.3325
8	0.333
9	0.3335
10	0.334
64	0.334
11	0.3345
32	0.3345
63	0.337
16	0.3375
98	0.3385
12	0.3395
2	0.34
18	0.34
95	0.34
3	0.3405
4	0.341
5	0.3415
41	0.3415
6	0.342
72	0.342
