85	0.0135
19	0.0535
2	0.0605
86	0.0665
31	0.071
32	0.09
33	0.1
33	0.1035
16	0.104
52	0.105
71	0.107
34	0.11
5	0.1155
32	0.116
53	0.117
35	0.12
33	0.126
55	0.1265
37	0.1285
36	0.13
85	0.131
2	0.135
34	0.136
54	0.136
80	0.1365
37	0.14
35	0.146
55	0.147
38	0.15
3	0.151
44	0.153
36	0.156
86	0.156
32	0.159
39	0.16
56	0.16
94	0.16
2	0.162
37	0.166
11	0.1665
4	0.168
33	0.169
40	0.17
4	0.1725
15	0.173
45	0.173
57	0.173
2	0.175
5	0.175
4	0.1755
38	0.176
3	0.178
6	0.178
34	0.179
41	0.18
39	0.186
35	0.189
58	0.19
3	0.191
4	0.195
40	0.196
7	0.198
36	0.199
59	0.199
7	0.201
5	0.202
6	0.205
41	0.206
4	0.208
60	0.208
37	0.209
100	0.213
8	0.214
5	0.215
6	0.218
61	0.218
38	0.219
7	0.225
10	0.226
9	0.227
39	0.229
29	0.2365
7	0.238
40	0.239
10	0.24
8	0.241
11	0.244
41	0.249
8	0.254
9	0.254
66	0.2595
52	0.262
52	0.2665
9	0.267
10	0.267
31	0.2705
11	0.271
53	0.274
79	0.2765
10	0.28
11	0.284
32	0.287
54	0.293
33	0.297
33	0.301
55	0.304
34	0.307
85	0.3105
32	0.312
35	0.317
56	0.317
52	0.318
52	0.319
78	0.32
33	0.322
52	0.323
33	0.3255
36	0.327
53	0.33
57	0.33
53	0.331
34	0.332
23	0.3335
53	0.335
37	0.337
63	0.339
35	0.342
80	0.342
38	0.347
58	0.347
54	0.349
54	0.35
36	0.352
54	0.354
59	0.356
39	0.357
55	0.36
55	0.361
37	0.362
65	0.3625
55	0.365
60	0.365
40	0.367
51	0.3695
86	0.37
38	0.372
56	0.373
56	0.374
61	0.375
41	0.377
56	0.378
39	0.382
2	0.383
57	0.386
57	0.387
12	0.3875
57	0.391
40	0.392
67	0.3985
3	0.399
41	0.402
58	0.403
58	0.404
58	0.408
27	0.4115
59	0.412
59	0.413
21	0.415
4	0.416
59	0.417
4	0.419
60	0.421
60	0.422
5	0.423
6	0.426
60	0.426
61	0.431
78	0.4315
61	0.432
61	0.436
7	0.446
8	0.462
63	0.47
9	0.475
44	0.4785
49	0.483
10	0.488
11	0.492
35	0.493
73	0.499
32	0.507
33	0.517
85	0.5195
33	0.5205
37	0.5225
34	0.527
35	0.537
41	0.5415
97	0.545
36	0.547
21	0.55
37	0.557
38	0.567
52	0.568
100	0.5705
43	0.5735
57	0.5735
39	0.577
53	0.58
22	0.5815
86	0.5825
2	0.5835
40	0.587
48	0.595
41	0.597
54	0.599
19	0.6
94	0.6035
55	0.61
56	0.623
32	0.635
57	0.636
97	0.636
33	0.645
80	0.648
100	0.65
33	0.6505
58	0.653
34	0.655
73	0.6565
59	0.662
73	0.6635
35	0.665
60	0.671
2	0.672
36	0.675
61	0.681
37	0.685
63	0.686
3	0.688
38	0.695
4	0.705
39	0.705
5	0.712
4	0.715
6	0.715
40	0.715
78	0.7165
2	0.724
41	0.725
27	0.726
52	0.729
68	0.732
52	0.734
7	0.735
2	0.736
3	0.74
100	0.74
53	0.741
55	0.741
8	0.751
3	0.752
4	0.757
54	0.76
18	0.7605
4	0.761
5	0.764
9	0.764
6	0.767
31	0.7685
4	0.769
46	0.769
55	0.771
5	0.776
10	0.777
6	0.779
11	0.781
32	0.783
56	0.784
7	0.787
48	0.7885
94	0.7895
7	0.791
33	0.793
57	0.797
7	0.799
8	0.803
34	0.803
52	0.809
35	0.813
58	0.814
8	0.815
9	0.816
52	0.817
53	0.821
36	0.823
59	0.823
29	0.8245
52	0.827
9	0.828
10	0.829
53	0.829
60	0.832
11	0.833
37	0.833
2	0.836
53	0.839
54	0.84
10	0.841
61	0.842
38	0.843
11	0.845
86	0.845
54	0.848
52	0.851
55	0.851
3	0.852
12	0.8525
39	0.853
54	0.858
55	0.859
40	0.863
53	0.863
56	0.864
26	0.8645
4	0.869
55	0.869
56	0.872
4	0.8725
41	0.873
5	0.876
57	0.877
6	0.879
17	0.88
32	0.881
54	0.882
56	0.882
57	0.885
63	0.8885
33	0.891
63	0.8925
55	0.893
58	0.894
57	0.895
33	0.8965
7	0.899
33	0.9005
34	0.901
58	0.902
7	0.903
59	0.903
14	0.9035
33	0.9035
56	0.906
35	0.911
59	0.911
58	0.912
60	0.912
8	0.915
57	0.919
60	0.92
64	0.9205
36	0.921
59	0.921
61	0.922
94	0.923
70	0.9275
9	0.928
60	0.93
61	0.93
37	0.931
58	0.936
61	0.94
10	0.941
38	0.941
2	0.945
11	0.945
59	0.945
39	0.951
60	0.954
3	0.961
40	0.961
85	0.963
61	0.964
2	0.967
100	0.968
41	0.971
4	0.978
23	0.9815
3	0.983
4	0.983
5	0.985
6	0.988
77	0.988
1	0.989
4	1
5	1.007
7	1.008
6	1.01
86	1.0105
46	1.013
72	1.014
8	1.024
7	1.03
9	1.037
8	1.046
10	1.05
11	1.054
9	1.059
10	1.072
11	1.076
97	1.0805
2	1.081
65	1.0865
30	1.088
42	1.088
3	1.097
92	1.1045
4	1.114
86	1.115
5	1.121
6	1.124
66	1.124
64	1.1285
85	1.134
7	1.1365
71	1.142
7	1.144
36	1.147
8	1.16
9	1.173
10	1.186
11	1.19
40	1.1945
15	1.195
100	1.1965
2	1.204
57	1.216
72	1.217
33	1.218
3	1.22
86	1.229
4	1.237
4	1.24
34	1.242
5	1.244
68	1.245
6	1.247
2	1.253
46	1.256
32	1.261
25	1.2625
92	1.2635
7	1.267
3	1.269
85	1.2705
7	1.271
33	1.271
33	1.276
34	1.281
94	1.282
8	1.283
4	1.286
16	1.287
35	1.2885
35	1.291
43	1.292
5	1.293
6	1.296
9	1.296
77	1.297
69	1.298
36	1.301
64	1.3015
10	1.309
52	1.31
37	1.311
11	1.313
100	1.313
7	1.316
2	1.318
38	1.321
53	1.322
92	1.327
39	1.331
8	1.332
3	1.334
40	1.341
54	1.341
62	1.342
32	1.344
9	1.345
66	1.3505
4	1.351
41	1.351
55	1.352
33	1.354
5	1.358
10	1.358
6	1.361
33	1.361
11	1.362
34	1.364
56	1.365
86	1.3735
35	1.374
57	1.378
7	1.381
47	1.3835
36	1.384
85	1.386
7	1.39
37	1.394
52	1.394
58	1.395
8	1.397
22	1.403
38	1.404
59	1.404
2	1.406
53	1.406
76	1.408
9	1.41
20	1.411
60	1.413
39	1.414
75	1.4175
61	1.4195
3	1.422
10	1.423
61	1.423
50	1.4235
40	1.424
54	1.425
11	1.427
48	1.428
74	1.432
41	1.434
29	1.435
55	1.436
4	1.439
12	1.4395
4	1.445
5	1.446
6	1.449
56	1.449
45	1.4525
85	1.454
32	1.459
32	1.462
57	1.462
70	1.462
7	1.469
33	1.469
33	1.472
33	1.476
34	1.479
58	1.479
34	1.482
8	1.485
59	1.488
35	1.489
35	1.492
60	1.497
9	1.498
36	1.499
36	1.502
21	1.5035
61	1.507
37	1.509
10	1.511
43	1.511
37	1.512
11	1.515
76	1.5155
38	1.519
38	1.522
39	1.529
39	1.532
17	1.5325
85	1.5325
86	1.5325
15	1.538
40	1.539
40	1.542
41	1.549
100	1.551
41	1.552
12	1.577
69	1.577
26	1.582
31	1.584
86	1.589
50	1.5905
27	1.596
33	1.606
33	1.6095
100	1.6215
70	1.638
19	1.6395
2	1.648
42	1.648
34	1.655
3	1.664
74	1.664
94	1.674
63	1.6785
4	1.681
4	1.6855
5	1.688
6	1.691
55	1.698
11	1.7055
32	1.707
7	1.711
73	1.7135
85	1.7155
33	1.717
8	1.727
34	1.727
35	1.737
44	1.737
9	1.74
51	1.7435
36	1.747
10	1.753
11	1.757
37	1.757
38	1.767
86	1.7725
39	1.777
24	1.78
32	1.783
40	1.787
85	1.791
33	1.793
33	1.796
41	1.797
34	1.803
79	1.803
35	1.813
36	1.823
15	1.8245
97	1.8245
14	1.827
2	1.833
37	1.833
59	1.834
52	1.835
32	1.839
38	1.843
53	1.847
3	1.849
33	1.849
33	1.8525
39	1.853
34	1.859
100	1.8605
40	1.863
4	1.866
54	1.866
52	1.867
35	1.869
4	1.8725
5	1.873
41	1.873
6	1.876
55	1.877
36	1.879
53	1.879
37	1.889
56	1.89
7	1.896
32	1.898
54	1.898
38	1.899
57	1.903
77	1.907
33	1.908
39	1.909
55	1.909
8	1.912
33	1.913
34	1.918
40	1.919
58	1.92
56	1.922
9	1.925
66	1.927
35	1.928
41	1.929
59	1.929
92	1.9325
57	1.935
46	1.9375
10	1.938
36	1.938
45	1.938
60	1.938
11	1.942
37	1.948
61	1.948
69	1.9485
58	1.952
12	1.957
38	1.958
2	1.961
59	1.961
39	1.968
60	1.97
43	1.975
3	1.977
40	1.978
61	1.98
85	1.983
25	1.9875
41	1.988
48	1.9905
4	1.994
4	1.9985
52	1.999
5	2.001
52	2.002
65	2.0025
6	2.004
53	2.011
53	2.014
7	2.024
54	2.03
54	2.033
8	2.04
55	2.041
55	2.044
9	2.053
86	2.053
56	2.054
56	2.057
63	2.065
10	2.066
57	2.067
11	2.07
57	2.07
69	2.072
58	2.084
58	2.087
24	2.0875
2	2.091
59	2.093
52	2.094
74	2.094
59	2.096
32	2.1
60	2.102
60	2.105
53	2.106
3	2.107
94	2.1075
33	2.11
79	2.11
61	2.112
33	2.113
61	2.115
33	2.1165
34	2.12
4	2.124
46	2.125
54	2.125
35	2.13
5	2.131
6	2.134
7	2.135
55	2.136
7	2.14
36	2.14
25	2.148
22	2.149
56	2.149
37	2.15
7	2.154
78	2.1575
32	2.158
38	2.16
57	2.162
63	2.1635
33	2.168
8	2.17
39	2.17
86	2.1705
33	2.1715
64	2.1755
34	2.178
58	2.179
40	2.18
97	2.182
9	2.183
35	2.188
59	2.188
41	2.19
68	2.1945
10	2.196
60	2.197
36	2.198
11	2.2
100	2.2055
48	2.207
51	2.207
61	2.207
37	2.208
19	2.2155
38	2.218
79	2.22
77	2.224
39	2.228
80	2.228
85	2.229
14	2.23
40	2.238
